"train_id","train_number","train_name","corridor","scheduled_start","scheduled_end","priority"
"TRN-186","12186","Jaipur Passenger Simulation Service","Rajasthan: Jaipur-Jodhpur","2026-09-03 03:15:00","2026-09-03 05:20:00","Normal"
"TRN-187","12187","Jaipur Passenger Simulation Service","Rajasthan: Jaipur-Jodhpur","2026-09-04 06:15:00","2026-09-04 08:50:00","Normal"
"TRN-188","12188","Jaipur Express Simulation Service","Rajasthan: Jaipur-Jodhpur","2026-09-05 09:15:00","2026-09-05 12:20:00","High"
"TRN-189","12189","Jaipur Passenger Simulation Service","Rajasthan: Jaipur-Jodhpur","2026-09-06 12:15:00","2026-09-06 15:50:00","Normal"
"TRN-190","12190","Gangtok Express Simulation Service","Sikkim: Gangtok-Rangpo","2026-09-05 13:15:00","2026-09-05 14:50:00","High"
"TRN-191","12191","Gangtok Passenger Simulation Service","Sikkim: Gangtok-Rangpo","2026-09-06 16:15:00","2026-09-06 18:20:00","Normal"
"TRN-192","12192","Gangtok Freight Simulation Service","Sikkim: Gangtok-Rangpo","2026-09-01 19:15:00","2026-09-01 21:50:00","Normal"
"TRN-193","12193","Gangtok Passenger Simulation Service","Sikkim: Gangtok-Rangpo","2026-09-02 03:15:00","2026-09-02 06:20:00","Normal"
"TRN-194","12194","Gangtok Express Simulation Service","Sikkim: Gangtok-Rangpo","2026-09-03 06:15:00","2026-09-03 09:50:00","High"
"TRN-195","12195","Gangtok Passenger Simulation Service","Sikkim: Gangtok-Rangpo","2026-09-04 09:15:00","2026-09-04 10:50:00","Normal"
"TRN-196","12196","Gangtok Passenger Simulation Service","Sikkim: Gangtok-Rangpo","2026-09-05 12:15:00","2026-09-05 14:20:00","Normal"
"TRN-197","12197","Gangtok Freight Simulation Service","Sikkim: Gangtok-Rangpo","2026-09-06 15:15:00","2026-09-06 17:50:00","Normal"
"TRN-198","12198","Gangtok Express Simulation Service","Sikkim: Gangtok-Rangpo","2026-09-01 18:15:00","2026-09-01 21:20:00","High"
"TRN-199","12199","Chennai Express Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-03 10:15:00","2026-09-03 13:50:00","High"
"TRN-200","12200","Chennai Passenger Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-04 13:15:00","2026-09-04 14:50:00","Normal"
"TRN-201","12201","Chennai Passenger Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-05 16:15:00","2026-09-05 18:20:00","Normal"
"TRN-202","12202","Chennai Freight Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-06 19:15:00","2026-09-06 21:50:00","Normal"
"TRN-203","12203","Chennai Express Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-01 03:15:00","2026-09-01 06:20:00","High"
"TRN-204","12204","Chennai Passenger Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-02 06:15:00","2026-09-02 09:50:00","Normal"
"TRN-205","12205","Chennai Passenger Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-03 09:15:00","2026-09-03 10:50:00","Normal"
"TRN-206","12206","Chennai Passenger Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-04 12:15:00","2026-09-04 14:20:00","Normal"
"TRN-207","12207","Chennai Freight Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-05 15:15:00","2026-09-05 17:50:00","Normal"
"TRN-208","12208","Chennai Passenger Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-06 18:15:00","2026-09-06 21:20:00","Normal"
"TRN-209","12209","Chennai Passenger Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-01 21:15:00","2026-09-02 00:50:00","Normal"
"TRN-210","12210","Chennai Passenger Simulation Service","Tamil Nadu: Chennai-Madurai","2026-09-02 05:15:00","2026-09-02 06:50:00","Normal"
"TRN-211","12211","Hyderabad Express Simulation Service","Telangana: Hyderabad-Warangal","2026-09-01 07:15:00","2026-09-01 09:20:00","High"
"TRN-212","12212","Hyderabad Passenger Simulation Service","Telangana: Hyderabad-Warangal","2026-09-02 10:15:00","2026-09-02 12:50:00","Normal"
"TRN-213","12213","Hyderabad Passenger Simulation Service","Telangana: Hyderabad-Warangal","2026-09-03 13:15:00","2026-09-03 16:20:00","Normal"
"TRN-214","12214","Hyderabad Passenger Simulation Service","Telangana: Hyderabad-Warangal","2026-09-04 16:15:00","2026-09-04 19:50:00","Normal"
"TRN-215","12215","Hyderabad Freight Simulation Service","Telangana: Hyderabad-Warangal","2026-09-05 19:15:00","2026-09-05 20:50:00","Normal"
"TRN-216","12216","Hyderabad Passenger Simulation Service","Telangana: Hyderabad-Warangal","2026-09-06 03:15:00","2026-09-06 05:20:00","Normal"
"TRN-217","12217","Hyderabad Passenger Simulation Service","Telangana: Hyderabad-Warangal","2026-09-01 06:15:00","2026-09-01 08:50:00","Normal"
"TRN-218","12218","Hyderabad Passenger Simulation Service","Telangana: Hyderabad-Warangal","2026-09-02 09:15:00","2026-09-02 12:20:00","Normal"
"TRN-219","12219","Agartala Freight Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-05 04:15:00","2026-09-05 07:50:00","Normal"
"TRN-220","12220","Agartala Passenger Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-06 07:15:00","2026-09-06 08:50:00","Normal"
"TRN-221","12221","Agartala Passenger Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-01 10:15:00","2026-09-01 12:20:00","Normal"
"TRN-222","12222","Agartala Passenger Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-02 13:15:00","2026-09-02 15:50:00","Normal"
"TRN-223","12223","Agartala Express Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-03 16:15:00","2026-09-03 19:20:00","High"
"TRN-224","12224","Agartala Freight Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-04 19:15:00","2026-09-04 22:50:00","Normal"
"TRN-225","12225","Agartala Passenger Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-05 03:15:00","2026-09-05 04:50:00","Normal"
"TRN-226","12226","Agartala Passenger Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-06 06:15:00","2026-09-06 08:20:00","Normal"
"TRN-227","12227","Agartala Express Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-01 09:15:00","2026-09-01 11:50:00","High"
"TRN-228","12228","Agartala Passenger Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-02 12:15:00","2026-09-02 15:20:00","Normal"
"TRN-229","12229","Agartala Freight Simulation Service","Tripura: Agartala-Dharmanagar","2026-09-03 15:15:00","2026-09-03 18:50:00","Normal"
"TRN-230","12230","Lucknow Express Simulation Service","Uttar Pradesh: Lucknow-Varanasi","2026-09-03 20:15:00","2026-09-03 21:50:00","High"
"TRN-231","12231","Lucknow Freight Simulation Service","Uttar Pradesh: Lucknow-Varanasi","2026-09-04 04:15:00","2026-09-04 06:20:00","Normal"
"TRN-232","12232","Lucknow Passenger Simulation Service","Uttar Pradesh: Lucknow-Varanasi","2026-09-05 07:15:00","2026-09-05 09:50:00","Normal"
"TRN-233","12233","Lucknow Passenger Simulation Service","Uttar Pradesh: Lucknow-Varanasi","2026-09-06 10:15:00","2026-09-06 13:20:00","Normal"
"TRN-234","12234","Lucknow Express Simulation Service","Uttar Pradesh: Lucknow-Varanasi","2026-09-01 13:15:00","2026-09-01 16:50:00","High"
"TRN-235","12235","Lucknow Passenger Simulation Service","Uttar Pradesh: Lucknow-Varanasi","2026-09-02 16:15:00","2026-09-02 17:50:00","Normal"
"TRN-236","12236","Lucknow Freight Simulation Service","Uttar Pradesh: Lucknow-Varanasi","2026-09-03 19:15:00","2026-09-03 21:20:00","Normal"
"TRN-237","12237","Dehradun Express Simulation Service","Uttarakhand: Dehradun-Haridwar","2026-09-01 17:15:00","2026-09-01 19:50:00","High"
"TRN-238","12238","Dehradun Passenger Simulation Service","Uttarakhand: Dehradun-Haridwar","2026-09-02 20:15:00","2026-09-02 23:20:00","Normal"
"TRN-239","12239","Dehradun Freight Simulation Service","Uttarakhand: Dehradun-Haridwar","2026-09-03 04:15:00","2026-09-03 07:50:00","Normal"
"TRN-240","12240","Dehradun Passenger Simulation Service","Uttarakhand: Dehradun-Haridwar","2026-09-04 07:15:00","2026-09-04 08:50:00","Normal"
"TRN-241","12241","Dehradun Express Simulation Service","Uttarakhand: Dehradun-Haridwar","2026-09-05 10:15:00","2026-09-05 12:20:00","High"
"TRN-242","12242","Dehradun Passenger Simulation Service","Uttarakhand: Dehradun-Haridwar","2026-09-06 13:15:00","2026-09-06 15:50:00","Normal"
"TRN-243","12243","Dehradun Passenger Simulation Service","Uttarakhand: Dehradun-Haridwar","2026-09-01 16:15:00","2026-09-01 19:20:00","Normal"
"TRN-244","12244","Dehradun Freight Simulation Service","Uttarakhand: Dehradun-Haridwar","2026-09-02 19:15:00","2026-09-02 22:50:00","Normal"
"TRN-245","12245","Dehradun Express Simulation Service","Uttarakhand: Dehradun-Haridwar","2026-09-03 03:15:00","2026-09-03 04:50:00","High"
"TRN-246","12246","Dehradun Passenger Simulation Service","Uttarakhand: Dehradun-Haridwar","2026-09-04 06:15:00","2026-09-04 08:20:00","Normal"
"TRN-247","12247","Kolkata Express Simulation Service","West Bengal: Kolkata-Siliguri","2026-09-05 14:15:00","2026-09-05 16:50:00","High"
"TRN-248","12248","Kolkata Passenger Simulation Service","West Bengal: Kolkata-Siliguri","2026-09-06 17:15:00","2026-09-06 20:20:00","Normal"
"TRN-249","12249","Kolkata Passenger Simulation Service","West Bengal: Kolkata-Siliguri","2026-09-01 20:15:00","2026-09-01 23:50:00","Normal"
"TRN-250","12250","Kolkata Freight Simulation Service","West Bengal: Kolkata-Siliguri","2026-09-02 04:15:00","2026-09-02 05:50:00","Normal"
"TRN-251","12251","Kolkata Express Simulation Service","West Bengal: Kolkata-Siliguri","2026-09-03 07:15:00","2026-09-03 09:20:00","High"
"TRN-252","12252","Kolkata Passenger Simulation Service","West Bengal: Kolkata-Siliguri","2026-09-04 10:15:00","2026-09-04 12:50:00","Normal"
